Date,Time,Bus_Stop_Name,Bus_Stop_ID,Route_ID,Passengers_Boarded,Passengers_Left_Behind,Bus_Capacity,Occupancy_Percent,Avg_Waiting_Time_Mins,Traffic_Congestion_Level,Weather,Special_Events_Nearby,Recommended_Buses
2025-05-10,12:00,Maharani College,MHC101,365J,16,0,60,27,5,Medium,Clear,0,1
2025-05-10,13:00,AMC College,AMC601,365J,13,0,60,22,5,Medium,Clear,0,1
2025-05-10,13:00,Bannerghatta Circle,BGC501,365J,19,0,60,31,6,Medium,Clear,0,1
2025-05-10,13:00,Gottigere,GOT401,365J,15,0,60,25,5,Medium,Clear,0,1
2025-05-10,13:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,35,7,Medium,Clear,0,1
2025-05-10,13:00,Koli Farm Gate,KFG301,365J,15,0,60,25,8,Medium,Clear,0,1
2025-05-10,13:00,K.R. Circle,KRC201,365J,19,0,60,32,6,Medium,Clear,0,1
2025-05-10,13:00,Maharani College,MHC101,365J,18,0,60,29,8,Medium,Clear,0,1
2025-05-10,14:00,AMC College,AMC601,365J,13,0,60,21,5,Low,Clear,0,1
2025-05-10,14:00,Bannerghatta Circle,BGC501,365J,18,0,60,30,8,Low,Clear,0,1
2025-05-10,14:00,Gottigere,GOT401,365J,15,0,60,25,2,Low,Clear,0,1
2025-05-10,14:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,35,6,Low,Clear,0,1
2025-05-10,14:00,Koli Farm Gate,KFG301,365J,16,0,60,27,6,Low,Clear,0,1
2025-05-10,14:00,K.R. Circle,KRC201,365J,25,0,60,41,2,Low,Clear,0,1
2025-05-10,14:00,Maharani College,MHC101,365J,21,0,60,35,6,Low,Clear,0,1
2025-05-10,15:00,AMC College,AMC601,365J,26,0,60,44,9,Medium,Clear,0,1
2025-05-10,15:00,Bannerghatta Circle,BGC501,365J,28,0,60,47,7,Medium,Clear,0,1
2025-05-10,15:00,Gottigere,GOT401,365J,19,0,60,31,5,Medium,Clear,0,1
2025-05-10,15:00,Kempegowda Bus Station (Majestic),KBS001,365J,33,0,60,54,8,Medium,Clear,0,1
2025-05-10,15:00,Koli Farm Gate,KFG301,365J,20,0,60,33,8,Medium,Clear,0,1
2025-05-10,15:00,K.R. Circle,KRC201,365J,28,0,60,47,5,Medium,Clear,0,1
2025-05-10,15:00,Maharani College,MHC101,365J,24,0,60,41,10,Medium,Clear,0,1
2025-05-10,16:00,AMC College,AMC601,365J,27,0,60,44,9,Medium,Clear,0,1
2025-05-10,16:00,Bannerghatta Circle,BGC501,365J,33,0,60,56,7,Medium,Clear,0,1
2025-05-10,16:00,Gottigere,GOT401,365J,32,0,60,53,7,Medium,Clear,0,1
2025-05-10,16:00,Kempegowda Bus Station (Majestic),KBS001,365J,34,0,60,57,7,Medium,Clear,0,1
2025-05-10,16:00,Koli Farm Gate,KFG301,365J,26,0,60,43,6,Medium,Clear,0,1
2025-05-10,16:00,K.R. Circle,KRC201,365J,35,0,60,59,5,Medium,Clear,0,1
2025-05-10,16:00,Maharani College,MHC101,365J,32,0,60,54,8,Medium,Clear,0,1
2025-05-10,17:00,AMC College,AMC601,365J,42,0,60,70,12,High,Clear,1,1
2025-05-10,17:00,Bannerghatta Circle,BGC501,365J,39,0,60,65,11,High,Clear,0,1
2025-05-10,17:00,Gottigere,GOT401,365J,33,0,60,56,9,High,Clear,0,1
2025-05-10,17:00,Kempegowda Bus Station (Majestic),KBS001,365J,49,0,60,41,10,High,Clear,0,2
2025-05-10,17:00,Koli Farm Gate,KFG301,365J,44,0,60,74,12,High,Clear,0,1
2025-05-10,17:00,K.R. Circle,KRC201,365J,57,0,60,48,14,High,Clear,0,2
2025-05-10,17:00,Maharani College,MHC101,365J,48,0,60,40,8,High,Clear,0,2
2025-05-10,18:00,AMC College,AMC601,365J,49,0,60,41,10,High,Clear,0,2
2025-05-10,18:00,Bannerghatta Circle,BGC501,365J,62,0,60,52,12,High,Clear,0,2
2025-05-10,18:00,Gottigere,GOT401,365J,31,0,60,52,10,High,Clear,0,1
2025-05-10,18:00,Kempegowda Bus Station (Majestic),KBS001,365J,59,0,60,50,14,High,Clear,0,2
2025-05-10,18:00,Koli Farm Gate,KFG301,365J,39,0,60,65,9,High,Clear,0,1
2025-05-10,18:00,K.R. Circle,KRC201,365J,53,0,60,44,9,High,Clear,0,2
2025-05-10,18:00,Maharani College,MHC101,365J,45,0,60,74,11,High,Clear,0,1
2025-05-10,19:00,AMC College,AMC601,365J,33,0,60,55,9,High,Clear,0,1
2025-05-10,19:00,Bannerghatta Circle,BGC501,365J,43,0,60,71,14,High,Clear,0,1
2025-05-10,19:00,Gottigere,GOT401,365J,36,0,60,60,10,High,Clear,0,1
2025-05-10,19:00,Kempegowda Bus Station (Majestic),KBS001,365J,42,0,60,69,10,High,Clear,0,1
2025-05-10,19:00,Koli Farm Gate,KFG301,365J,41,0,60,69,9,High,Clear,0,1
2025-05-10,19:00,K.R. Circle,KRC201,365J,58,0,60,49,13,High,Clear,0,2
2025-05-10,19:00,Maharani College,MHC101,365J,37,0,60,61,11,High,Clear,0,1
2025-05-10,20:00,AMC College,AMC601,365J,31,0,60,51,8,Medium,Clear,0,1
2025-05-10,20:00,Bannerghatta Circle,BGC501,365J,29,0,60,49,8,Medium,Clear,0,1
2025-05-10,20:00,Gottigere,GOT401,365J,33,0,60,55,8,Medium,Clear,0,1
2025-05-10,20:00,Kempegowda Bus Station (Majestic),KBS001,365J,40,0,60,66,3,Medium,Clear,0,1
2025-05-10,20:00,Koli Farm Gate,KFG301,365J,27,0,60,45,9,Medium,Clear,0,1
2025-05-10,20:00,K.R. Circle,KRC201,365J,37,0,60,62,6,Medium,Clear,0,1
2025-05-10,20:00,Maharani College,MHC101,365J,40,0,60,67,6,Medium,Clear,0,1
2025-05-10,21:00,AMC College,AMC601,365J,22,0,60,37,6,Medium,Clear,0,1
2025-05-10,21:00,Bannerghatta Circle,BGC501,365J,25,0,60,42,9,Medium,Clear,0,1
2025-05-10,21:00,Gottigere,GOT401,365J,18,0,60,30,7,Medium,Clear,0,1
2025-05-10,21:00,Kempegowda Bus Station (Majestic),KBS001,365J,29,0,60,48,5,Medium,Clear,0,1
2025-05-10,21:00,Koli Farm Gate,KFG301,365J,20,0,60,33,8,Medium,Clear,0,1
2025-05-10,21:00,K.R. Circle,KRC201,365J,29,0,60,48,6,Medium,Clear,0,1
2025-05-10,21:00,Maharani College,MHC101,365J,24,0,60,40,4,Medium,Clear,0,1
2025-05-10,22:00,AMC College,AMC601,365J,17,0,60,28,9,Medium,Clear,0,1
2025-05-10,22:00,Bannerghatta Circle,BGC501,365J,18,0,60,30,6,Medium,Clear,0,1
2025-05-10,22:00,Gottigere,GOT401,365J,15,0,60,26,9,Medium,Clear,0,1
2025-05-10,22:00,Kempegowda Bus Station (Majestic),KBS001,365J,23,0,60,38,10,Medium,Clear,0,1
2025-05-10,22:00,Koli Farm Gate,KFG301,365J,16,0,60,26,10,Medium,Clear,0,1
2025-05-10,22:00,K.R. Circle,KRC201,365J,20,0,60,33,6,Medium,Clear,0,1
2025-05-10,22:00,Maharani College,MHC101,365J,21,0,60,36,7,Medium,Clear,0,1
2025-05-11,05:00,AMC College,AMC601,365J,18,0,60,30,5,Medium,Clear,0,1
2025-05-11,05:00,Bannerghatta Circle,BGC501,365J,20,0,60,33,7,Medium,Clear,0,1
2025-05-11,05:00,Gottigere,GOT401,365J,13,0,60,22,6,Medium,Clear,0,1
2025-05-11,05:00,Kempegowda Bus Station (Majestic),KBS001,365J,27,0,60,45,8,Medium,Clear,0,1
2025-05-11,05:00,Koli Farm Gate,KFG301,365J,16,0,60,27,4,Medium,Clear,0,1
2025-05-11,05:00,K.R. Circle,KRC201,365J,20,0,60,34,9,Medium,Clear,0,1
2025-05-11,05:00,Maharani College,MHC101,365J,20,0,60,34,10,Medium,Clear,0,1
2025-05-11,06:00,AMC College,AMC601,365J,24,0,60,40,4,Medium,Clear,0,1
2025-05-11,06:00,Bannerghatta Circle,BGC501,365J,24,0,60,41,4,Medium,Clear,0,1
2025-05-11,06:00,Gottigere,GOT401,365J,27,0,60,45,3,Medium,Clear,0,1
2025-05-11,06:00,Kempegowda Bus Station (Majestic),KBS001,365J,39,0,60,64,4,Medium,Clear,0,1
2025-05-11,06:00,Koli Farm Gate,KFG301,365J,22,0,60,36,5,Medium,Clear,0,1
2025-05-11,06:00,K.R. Circle,KRC201,365J,31,0,60,51,7,Medium,Clear,0,1
2025-05-11,06:00,Maharani College,MHC101,365J,30,0,60,50,9,Medium,Clear,0,1
2025-05-11,07:00,AMC College,AMC601,365J,41,0,60,68,16,High,Clear,0,1
2025-05-11,07:00,Bannerghatta Circle,BGC501,365J,40,0,60,67,14,High,Clear,0,1
2025-05-11,07:00,Gottigere,GOT401,365J,33,0,60,54,7,High,Clear,0,1
2025-05-11,07:00,Kempegowda Bus Station (Majestic),KBS001,365J,41,0,60,69,13,High,Clear,0,1
2025-05-11,07:00,Koli Farm Gate,KFG301,365J,29,0,60,48,10,High,Clear,0,1
2025-05-11,07:00,K.R. Circle,KRC201,365J,44,0,60,74,9,High,Clear,0,1
2025-05-11,07:00,Maharani College,MHC101,365J,39,0,60,65,10,High,Clear,0,1
2025-05-11,08:00,AMC College,AMC601,365J,51,0,60,43,8,Medium,Clear,0,2
2025-05-11,08:00,Bannerghatta Circle,BGC501,365J,55,0,60,46,5,Medium,Clear,0,2
2025-05-11,08:00,Gottigere,GOT401,365J,38,0,60,63,8,Medium,Clear,0,1
2025-05-11,08:00,Kempegowda Bus Station (Majestic),KBS001,365J,50,0,60,41,9,Medium,Clear,0,2
2025-05-11,08:00,Koli Farm Gate,KFG301,365J,37,0,60,61,9,Medium,Clear,0,1
2025-05-11,08:00,K.R. Circle,KRC201,365J,67,0,60,56,6,Medium,Clear,0,2
2025-05-11,08:00,Maharani College,MHC101,365J,55,0,60,46,8,Medium,Clear,0,2
2025-05-11,09:00,AMC College,AMC601,365J,39,0,60,65,8,High,Clear,0,1
2025-05-11,09:00,Bannerghatta Circle,BGC501,365J,40,0,60,67,10,High,Clear,0,1
2025-05-11,09:00,Gottigere,GOT401,365J,31,0,60,51,10,High,Clear,0,1
2025-05-11,09:00,Kempegowda Bus Station (Majestic),KBS001,365J,52,0,60,44,13,High,Clear,0,2
2025-05-11,09:00,Koli Farm Gate,KFG301,365J,34,0,60,57,7,High,Clear,0,1
2025-05-11,09:00,K.R. Circle,KRC201,365J,55,0,60,46,14,High,Clear,0,2
2025-05-11,09:00,Maharani College,MHC101,365J,49,0,60,41,11,High,Clear,0,2
2025-05-11,10:00,AMC College,AMC601,365J,25,0,60,42,6,Medium,Clear,0,1
2025-05-11,10:00,Bannerghatta Circle,BGC501,365J,24,0,60,40,6,Medium,Clear,0,1
2025-05-11,10:00,Gottigere,GOT401,365J,30,0,60,50,7,Medium,Clear,0,1
2025-05-11,10:00,Kempegowda Bus Station (Majestic),KBS001,365J,31,0,60,52,11,Medium,Clear,0,1
2025-05-11,10:00,Koli Farm Gate,KFG301,365J,26,0,60,44,6,Medium,Clear,0,1
2025-05-11,10:00,K.R. Circle,KRC201,365J,26,0,60,44,8,Medium,Clear,0,1
2025-05-11,10:00,Maharani College,MHC101,365J,32,0,60,54,6,Medium,Clear,0,1
2025-05-11,11:00,AMC College,AMC601,365J,19,0,60,31,5,Medium,Clear,0,1
2025-05-11,11:00,Bannerghatta Circle,BGC501,365J,21,0,60,36,7,Medium,Clear,0,1
2025-05-11,11:00,Gottigere,GOT401,365J,18,0,60,30,8,Medium,Clear,0,1
2025-05-11,11:00,Kempegowda Bus Station (Majestic),KBS001,365J,22,0,60,37,6,Medium,Clear,0,1
2025-05-11,11:00,Koli Farm Gate,KFG301,365J,16,0,60,27,5,Medium,Clear,0,1
2025-05-11,11:00,K.R. Circle,KRC201,365J,21,0,60,34,5,Medium,Clear,0,1
2025-05-11,11:00,Maharani College,MHC101,365J,19,0,60,31,8,Medium,Clear,0,1
2025-05-11,12:00,AMC College,AMC601,365J,15,0,60,25,9,Medium,Clear,0,1
2025-05-11,12:00,Bannerghatta Circle,BGC501,365J,17,0,60,28,7,Medium,Clear,0,1
2025-05-11,12:00,Gottigere,GOT401,365J,12,0,60,20,6,Medium,Clear,0,1
2025-05-11,12:00,Kempegowda Bus Station (Majestic),KBS001,365J,20,0,60,33,10,Medium,Clear,0,1
2025-05-11,12:00,Koli Farm Gate,KFG301,365J,14,0,60,23,9,Medium,Clear,0,1
2025-05-11,12:00,K.R. Circle,KRC201,365J,22,0,60,37,9,Medium,Clear,0,1
2025-05-11,12:00,Maharani College,MHC101,365J,15,0,60,26,4,Medium,Clear,0,1
2025-05-11,13:00,AMC College,AMC601,365J,13,0,60,22,7,Medium,Clear,0,1
2025-05-11,13:00,Bannerghatta Circle,BGC501,365J,15,0,60,25,6,Medium,Clear,0,1
2025-05-11,13:00,Gottigere,GOT401,365J,9,0,60,16,6,Medium,Clear,0,1
2025-05-11,13:00,Kempegowda Bus Station (Majestic),KBS001,365J,17,0,60,28,6,Medium,Clear,0,1
2025-05-11,13:00,Koli Farm Gate,KFG301,365J,16,0,60,26,9,Medium,Clear,0,1
2025-05-11,13:00,K.R. Circle,KRC201,365J,19,0,60,31,6,Medium,Clear,0,1
2025-05-11,13:00,Maharani College,MHC101,365J,21,0,60,35,7,Medium,Clear,0,1
2025-05-11,14:00,AMC College,AMC601,365J,17,0,60,29,8,Low,Clear,0,1
2025-05-11,14:00,Bannerghatta Circle,BGC501,365J,22,0,60,37,2,Low,Clear,0,1
2025-05-11,14:00,Gottigere,GOT401,365J,15,0,60,26,5,Low,Clear,0,1
2025-05-11,14:00,Kempegowda Bus Station (Majestic),KBS001,365J,23,0,60,38,3,Low,Clear,0,1
2025-05-11,14:00,Koli Farm Gate,KFG301,365J,16,0,60,26,5,Low,Clear,0,1
2025-05-11,14:00,K.R. Circle,KRC201,365J,20,0,60,34,2,Low,Clear,0,1
2025-05-11,14:00,Maharani College,MHC101,365J,18,0,60,30,2,Low,Clear,0,1
2025-05-11,15:00,AMC College,AMC601,365J,23,0,60,38,2,Low,Clear,0,1
2025-05-11,15:00,Bannerghatta Circle,BGC501,365J,26,0,60,44,8,Low,Clear,0,1
2025-05-11,15:00,Gottigere,GOT401,365J,18,0,60,31,6,Low,Clear,0,1
2025-05-11,15:00,Kempegowda Bus Station (Majestic),KBS001,365J,29,0,60,48,9,Low,Clear,0,1
2025-05-11,15:00,Koli Farm Gate,KFG301,365J,21,0,60,35,3,Low,Clear,0,1
2025-05-11,15:00,K.R. Circle,KRC201,365J,29,0,60,48,8,Low,Clear,0,1
2025-05-11,15:00,Maharani College,MHC101,365J,23,0,60,38,7,Low,Clear,0,1
2025-05-11,16:00,AMC College,AMC601,365J,29,0,60,48,6,Medium,Clear,0,1
2025-05-11,16:00,Bannerghatta Circle,BGC501,365J,32,0,60,53,7,Medium,Clear,0,1
2025-05-11,16:00,Gottigere,GOT401,365J,30,0,60,50,9,Medium,Clear,0,1
2025-05-11,16:00,Kempegowda Bus Station (Majestic),KBS001,365J,39,0,60,65,7,Medium,Clear,0,1
2025-05-11,16:00,Koli Farm Gate,KFG301,365J,27,0,60,45,6,Medium,Clear,0,1
2025-05-11,16:00,K.R. Circle,KRC201,365J,38,0,60,63,7,Medium,Clear,0,1
2025-05-11,16:00,Maharani College,MHC101,365J,36,0,60,60,6,Medium,Clear,0,1
2025-05-11,17:00,AMC College,AMC601,365J,43,0,60,71,6,Medium,Clear,0,1
2025-05-11,17:00,Bannerghatta Circle,BGC501,365J,58,0,60,49,8,Medium,Clear,0,2
2025-05-11,17:00,Gottigere,GOT401,365J,39,0,60,65,7,Medium,Clear,0,1
2025-05-11,17:00,Kempegowda Bus Station (Majestic),KBS001,365J,54,0,60,45,5,Medium,Clear,0,2
2025-05-11,17:00,Koli Farm Gate,KFG301,365J,39,0,60,65,7,Medium,Clear,0,1
2025-05-11,17:00,K.R. Circle,KRC201,365J,57,0,60,47,9,Medium,Clear,0,2
2025-05-11,17:00,Maharani College,MHC101,365J,45,0,60,75,6,Medium,Clear,0,1
2025-05-11,18:00,AMC College,AMC601,365J,44,0,60,73,8,Medium,Clear,0,1
2025-05-11,18:00,Bannerghatta Circle,BGC501,365J,47,0,60,78,8,Medium,Clear,0,1
2025-05-11,18:00,Gottigere,GOT401,365J,40,0,60,67,4,Medium,Clear,1,1
2025-05-11,18:00,Kempegowda Bus Station (Majestic),KBS001,365J,47,0,60,79,8,Medium,Clear,0,1
2025-05-11,18:00,Koli Farm Gate,KFG301,365J,50,0,60,42,6,Medium,Clear,0,2
2025-05-11,18:00,K.R. Circle,KRC201,365J,54,0,60,45,9,Medium,Clear,0,2
2025-05-11,18:00,Maharani College,MHC101,365J,61,0,60,51,7,Medium,Clear,0,2
2025-05-11,19:00,AMC College,AMC601,365J,43,0,60,71,11,High,Clear,0,1
2025-05-11,19:00,Bannerghatta Circle,BGC501,365J,47,0,60,39,11,High,Clear,0,2
2025-05-11,19:00,Gottigere,GOT401,365J,43,0,60,72,12,High,Clear,0,1
2025-05-11,19:00,Kempegowda Bus Station (Majestic),KBS001,365J,41,0,60,69,14,High,Clear,0,1
2025-05-11,19:00,Koli Farm Gate,KFG301,365J,38,0,60,63,12,High,Clear,0,1
2025-05-11,19:00,K.R. Circle,KRC201,365J,67,0,60,56,13,High,Clear,0,2
2025-05-11,19:00,Maharani College,MHC101,365J,38,0,60,64,11,High,Clear,0,1
2025-05-11,20:00,AMC College,AMC601,365J,33,0,60,56,8,High,Clear,0,1
2025-05-11,20:00,Bannerghatta Circle,BGC501,365J,35,0,60,58,10,High,Clear,0,1
2025-05-11,20:00,Gottigere,GOT401,365J,30,0,60,49,11,High,Clear,0,1
2025-05-11,20:00,Kempegowda Bus Station (Majestic),KBS001,365J,42,0,60,70,12,High,Clear,0,1
2025-05-11,20:00,Koli Farm Gate,KFG301,365J,30,0,60,50,10,High,Clear,0,1
2025-05-11,20:00,K.R. Circle,KRC201,365J,38,0,60,64,10,High,Clear,0,1
2025-05-11,20:00,Maharani College,MHC101,365J,30,0,60,51,10,High,Clear,0,1
2025-05-11,21:00,AMC College,AMC601,365J,21,0,60,36,2,Low,Clear,0,1
2025-05-11,21:00,Bannerghatta Circle,BGC501,365J,19,0,60,31,3,Low,Clear,0,1
2025-05-11,21:00,Gottigere,GOT401,365J,16,0,60,27,6,Low,Clear,0,1
2025-05-11,21:00,Kempegowda Bus Station (Majestic),KBS001,365J,33,0,60,55,4,Low,Clear,0,1
2025-05-11,21:00,Koli Farm Gate,KFG301,365J,22,0,60,37,4,Low,Clear,0,1
2025-05-11,21:00,K.R. Circle,KRC201,365J,32,0,60,53,2,Low,Clear,0,1
2025-05-11,21:00,Maharani College,MHC101,365J,28,0,60,46,6,Low,Clear,0,1
2025-05-11,22:00,AMC College,AMC601,365J,17,0,60,28,5,Low,Clear,0,1
2025-05-11,22:00,Bannerghatta Circle,BGC501,365J,17,0,60,28,3,Low,Clear,0,1
2025-05-11,22:00,Gottigere,GOT401,365J,13,0,60,22,2,Low,Clear,0,1
2025-05-11,22:00,Kempegowda Bus Station (Majestic),KBS001,365J,19,0,60,31,5,Low,Clear,0,1
2025-05-11,22:00,Koli Farm Gate,KFG301,365J,18,0,60,29,3,Low,Clear,0,1
2025-05-11,22:00,K.R. Circle,KRC201,365J,24,0,60,39,5,Low,Clear,0,1
2025-05-11,22:00,Maharani College,MHC101,365J,21,0,60,35,3,Low,Clear,0,1
2025-05-12,05:00,AMC College,AMC601,365J,18,0,60,29,6,Medium,Cloudy,0,1
2025-05-12,05:00,Bannerghatta Circle,BGC501,365J,20,0,60,33,5,Medium,Cloudy,0,1
2025-05-12,05:00,Gottigere,GOT401,365J,17,0,60,28,10,Medium,Cloudy,0,1
2025-05-12,05:00,Kempegowda Bus Station (Majestic),KBS001,365J,29,0,60,48,8,Medium,Cloudy,0,1
2025-05-12,05:00,Koli Farm Gate,KFG301,365J,15,0,60,26,5,Medium,Cloudy,0,1
2025-05-12,05:00,K.R. Circle,KRC201,365J,24,0,60,40,5,Medium,Cloudy,0,1
2025-05-12,05:00,Maharani College,MHC101,365J,19,0,60,32,9,Medium,Cloudy,0,1
2025-05-12,06:00,AMC College,AMC601,365J,21,0,60,35,6,Medium,Cloudy,0,1
2025-05-12,06:00,Bannerghatta Circle,BGC501,365J,23,0,60,39,6,Medium,Cloudy,0,1
2025-05-12,06:00,Gottigere,GOT401,365J,25,0,60,42,7,Medium,Cloudy,0,1
2025-05-12,06:00,Kempegowda Bus Station (Majestic),KBS001,365J,32,0,60,53,8,Medium,Cloudy,0,1
2025-05-12,06:00,Koli Farm Gate,KFG301,365J,28,0,60,47,7,Medium,Cloudy,0,1
2025-05-12,06:00,K.R. Circle,KRC201,365J,29,0,60,49,5,Medium,Cloudy,0,1
2025-05-12,06:00,Maharani College,MHC101,365J,28,0,60,46,7,Medium,Cloudy,0,1
2025-05-12,07:00,AMC College,AMC601,365J,35,0,60,59,13,High,Cloudy,0,1
2025-05-12,07:00,Bannerghatta Circle,BGC501,365J,41,0,60,68,15,High,Cloudy,0,1
2025-05-12,07:00,Gottigere,GOT401,365J,34,0,60,56,12,High,Cloudy,0,1
2025-05-12,07:00,Kempegowda Bus Station (Majestic),KBS001,365J,43,0,60,72,11,High,Cloudy,0,1
2025-05-12,07:00,Koli Farm Gate,KFG301,365J,30,0,60,50,11,High,Cloudy,0,1
2025-05-12,07:00,K.R. Circle,KRC201,365J,54,0,60,45,12,High,Cloudy,0,2
2025-05-12,07:00,Maharani College,MHC101,365J,36,0,60,60,9,High,Cloudy,0,1
2025-05-12,08:00,AMC College,AMC601,365J,43,0,60,71,10,High,Cloudy,0,1
2025-05-12,08:00,Bannerghatta Circle,BGC501,365J,47,0,60,39,8,High,Cloudy,0,2
2025-05-12,08:00,Gottigere,GOT401,365J,34,0,60,56,12,High,Cloudy,0,1
2025-05-12,08:00,Kempegowda Bus Station (Majestic),KBS001,365J,40,0,60,66,6,High,Cloudy,0,1
2025-05-12,08:00,Koli Farm Gate,KFG301,365J,41,0,60,69,13,High,Cloudy,0,1
2025-05-12,08:00,K.R. Circle,KRC201,365J,52,0,60,43,12,High,Cloudy,0,2
2025-05-12,08:00,Maharani College,MHC101,365J,35,0,60,58,11,High,Cloudy,0,1
2025-05-12,09:00,AMC College,AMC601,365J,39,0,60,66,6,Medium,Cloudy,0,1
2025-05-12,09:00,Bannerghatta Circle,BGC501,365J,31,0,60,51,7,Medium,Cloudy,0,1
2025-05-12,09:00,Gottigere,GOT401,365J,30,0,60,50,7,Medium,Cloudy,0,1
2025-05-12,09:00,Kempegowda Bus Station (Majestic),KBS001,365J,55,0,60,46,6,Medium,Cloudy,0,2
2025-05-12,09:00,Koli Farm Gate,KFG301,365J,38,0,60,63,6,Medium,Cloudy,0,1
2025-05-12,09:00,K.R. Circle,KRC201,365J,42,0,60,70,5,Medium,Cloudy,0,1
2025-05-12,09:00,Maharani College,MHC101,365J,42,0,60,70,9,Medium,Cloudy,0,1
2025-05-12,10:00,AMC College,AMC601,365J,30,0,60,50,5,Low,Cloudy,0,1
2025-05-12,10:00,Bannerghatta Circle,BGC501,365J,26,0,60,44,4,Low,Cloudy,0,1
2025-05-12,10:00,Gottigere,GOT401,365J,19,0,60,32,4,Low,Cloudy,0,1
2025-05-12,10:00,Kempegowda Bus Station (Majestic),KBS001,365J,36,0,60,61,6,Low,Cloudy,0,1
2025-05-12,10:00,Koli Farm Gate,KFG301,365J,31,0,60,52,3,Low,Cloudy,0,1
2025-05-12,10:00,K.R. Circle,KRC201,365J,34,0,60,56,4,Low,Cloudy,0,1
2025-05-12,10:00,Maharani College,MHC101,365J,31,0,60,51,2,Low,Cloudy,0,1
2025-05-12,11:00,AMC College,AMC601,365J,15,0,60,25,3,Low,Cloudy,0,1
2025-05-12,11:00,Bannerghatta Circle,BGC501,365J,19,0,60,31,2,Low,Cloudy,0,1
2025-05-12,11:00,Gottigere,GOT401,365J,12,0,60,20,3,Low,Cloudy,0,1
2025-05-12,11:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,36,2,Low,Cloudy,0,1
2025-05-12,11:00,Koli Farm Gate,KFG301,365J,19,0,60,32,5,Low,Cloudy,0,1
2025-05-12,11:00,K.R. Circle,KRC201,365J,21,0,60,35,2,Low,Cloudy,0,1
2025-05-12,11:00,Maharani College,MHC101,365J,18,0,60,30,3,Low,Cloudy,0,1
2025-05-12,12:00,AMC College,AMC601,365J,12,0,60,20,8,Medium,Cloudy,0,1
2025-05-12,12:00,Bannerghatta Circle,BGC501,365J,15,0,60,26,7,Medium,Cloudy,0,1
2025-05-12,12:00,Gottigere,GOT401,365J,19,0,60,31,2,Medium,Cloudy,0,1
2025-05-12,12:00,Kempegowda Bus Station (Majestic),KBS001,365J,19,0,60,31,6,Medium,Cloudy,0,1
2025-05-12,12:00,Koli Farm Gate,KFG301,365J,16,0,60,26,5,Medium,Cloudy,0,1
2025-05-12,12:00,K.R. Circle,KRC201,365J,14,0,60,23,8,Medium,Cloudy,0,1
2025-05-12,12:00,Maharani College,MHC101,365J,17,0,60,28,7,Medium,Cloudy,0,1
2025-05-12,13:00,AMC College,AMC601,365J,13,0,60,22,5,Medium,Cloudy,0,1
2025-05-12,13:00,Bannerghatta Circle,BGC501,365J,13,0,60,22,7,Medium,Cloudy,0,1
2025-05-12,13:00,Gottigere,GOT401,365J,15,0,60,25,8,Medium,Cloudy,0,1
2025-05-12,13:00,Kempegowda Bus Station (Majestic),KBS001,365J,18,0,60,30,8,Medium,Cloudy,0,1
2025-05-12,13:00,Koli Farm Gate,KFG301,365J,13,0,60,21,6,Medium,Cloudy,0,1
2025-05-12,13:00,K.R. Circle,KRC201,365J,19,0,60,31,4,Medium,Cloudy,0,1
2025-05-12,13:00,Maharani College,MHC101,365J,12,0,60,19,9,Medium,Cloudy,0,1
2025-05-12,14:00,AMC College,AMC601,365J,20,0,60,33,5,Low,Cloudy,0,1
2025-05-12,14:00,Bannerghatta Circle,BGC501,365J,19,0,60,32,4,Low,Cloudy,0,1
2025-05-12,14:00,Gottigere,GOT401,365J,14,0,60,23,3,Low,Cloudy,0,1
2025-05-12,14:00,Kempegowda Bus Station (Majestic),KBS001,365J,20,0,60,34,3,Low,Cloudy,0,1
2025-05-12,14:00,Koli Farm Gate,KFG301,365J,17,0,60,28,3,Low,Cloudy,0,1
2025-05-12,14:00,K.R. Circle,KRC201,365J,21,0,60,35,7,Low,Cloudy,0,1
2025-05-12,14:00,Maharani College,MHC101,365J,20,0,60,33,6,Low,Cloudy,0,1
2025-05-12,15:00,AMC College,AMC601,365J,21,0,60,35,6,Low,Cloudy,0,1
2025-05-12,15:00,Bannerghatta Circle,BGC501,365J,16,0,60,26,4,Low,Cloudy,0,1
2025-05-12,15:00,Gottigere,GOT401,365J,13,0,60,22,4,Low,Cloudy,0,1
2025-05-12,15:00,Kempegowda Bus Station (Majestic),KBS001,365J,25,0,60,42,3,Low,Cloudy,0,1
2025-05-12,15:00,Koli Farm Gate,KFG301,365J,19,0,60,32,3,Low,Cloudy,0,1
2025-05-12,15:00,K.R. Circle,KRC201,365J,22,0,60,36,3,Low,Cloudy,0,1
2025-05-12,15:00,Maharani College,MHC101,365J,22,0,60,36,9,Low,Cloudy,0,1
2025-05-12,16:00,AMC College,AMC601,365J,29,0,60,49,7,Medium,Cloudy,0,1
2025-05-12,16:00,Bannerghatta Circle,BGC501,365J,38,0,60,64,8,Medium,Cloudy,0,1
2025-05-12,16:00,Gottigere,GOT401,365J,26,0,60,43,4,Medium,Cloudy,0,1
